idx,SEX_GBN,AGE_GBN,JOB_GBN,ADD_GBN,INCOME_GBN,MARRY_Y,DOUBLE_IN,NUMCHILD,TOT_ASSET,ASS_FIN,ASS_REAL,ASS_ETC,M_TOT_SAVING,M_JEOK,CHUNG_Y,M_FUND_STOCK,M_FUND,M_STOCK,M_SAVING_INSUR,M_CHUNG,TOT_DEBT,D_SHINYONG,D_DAMBO,D_JUTEAKDAMBO,D_JEONSEA,RETIRE_NEED,FOR_RETIRE,TOT_YEA,TOT_JEOK,TOT_CHUNG,TOT_FUND,TOT_ELS_ETE,TOT_SOBI,M_CRD_SPD
8265,1,4,8,4,6,2,2,3,3700,700,1000,2000,30,25,5,0,0,0,0,5,1600,0,0,0,0,200,0,,500,100,,,300,3809610
8266,1,4,2,4,5,2,2,1,81170,4470,76700,0,250,210,,0,0,0,30,0,6500,0,6500,6500,0,200,150,,1600,,,,157,3809610
8270,1,4,8,3,3,1,,,2480,1280,1200,0,40,10,,0,0,0,20,0,500,0,500,0,0,100,20,,100,,,,80,3487272
8272,1,2,8,5,4,2,2,,19420,420,9000,10000,100,20,5,0,0,0,0,3,1460,0,60,60,0,,30,,40,300,,,200,1405288
8275,2,4,9,4,6,2,2,2,19835,835,17000,2000,20,20,,0,0,0,0,0,1900,1000,900,900,0,200,0,,755,,,,150,3146000
8276,1,2,9,3,3,1,,,3351,3250,100,1,120,120,,0,0,0,0,0,0,0,0,0,0,,120,2020,480,,,,70,1316087
8277,2,3,9,2,3,2,2,2,6230,230,4000,2000,10,0,,0,0,0,0,0,2700,0,0,0,0,,0,,,,,,100,2932871
8281,2,3,2,5,5,2,2,2,26900,3200,23000,700,100,0,5,0,0,0,90,10,8000,0,8000,8000,0,,0,1000,100,1500,,,300,2641576
8284,1,3,8,5,4,2,2,2,1620,600,1000,20,200,100,,100,0,100,0,0,800,0,500,500,0,,20,100,200,,,,250,3146348
8285,2,3,7,4,1,1,,,10660,660,5000,5000,5,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,20,2929480
8286,2,4,2,4,7,2,2,2,157200,65200,80000,12000,300,170,,0,0,0,80,0,7000,0,7000,7000,0,350,170,20000,16000,,7000,,300,3146000
8287,2,4,3,3,3,2,2,2,43800,6800,35000,2000,20,20,,0,0,0,0,0,0,0,0,0,0,250,0,5000,1000,,,500,200,2835021
8289,2,5,2,4,4,2,2,1,16300,5300,8000,3000,70,0,,0,0,0,30,0,400,0,0,0,0,200,0,,,,,,250,2624100
8291,1,4,2,5,4,2,2,2,23050,50,21000,2000,30,0,,0,0,0,0,0,5000,0,5000,5000,0,120,0,,,,,,50,3380323
8292,1,2,2,2,4,1,,,21000,6000,0,15000,210,170,,0,0,0,0,0,0,0,0,0,0,,0,1000,3000,,,,100,1369899
8293,2,3,3,5,6,2,2,1,27140,1140,16000,10000,40,0,5,0,0,0,0,20,0,0,0,0,0,,20,,,400,,,15,2641576
8294,1,2,2,4,2,1,,,3322,2322,1000,0,100,100,,0,0,0,0,0,0,0,0,0,0,,10,,2222,,,,50,1437017
8295,2,5,9,1,4,2,2,2,8950,3750,5000,200,80,0,5,0,0,0,40,5,1380,0,0,0,1300,150,10,,,1200,,,200,3730941
8296,2,4,9,4,5,2,2,2,33530,530,31000,2000,30,20,,0,0,0,0,0,20000,4000,16000,16000,0,300,15,300,180,,,,185,3146000
8298,2,3,7,5,5,2,2,,16275,8275,7000,1000,56,12,5,5,5,0,20,2,0,0,0,0,0,,0,5000,450,300,245,,100,2641576
8300,1,3,2,4,3,2,2,,700,200,300,200,20,0,,0,0,0,0,0,1000,0,0,0,0,,0,,,,,,20,3414512
8301,2,3,2,4,5,2,2,1,9775,3775,3000,3000,50,10,5,0,0,0,1,0,100,0,0,0,100,,10,850,400,300,245,300,250,2929480
8303,1,3,9,5,4,2,2,1,17367,100,16000,1267,100,0,,0,0,0,0,0,0,0,0,0,0,,100,,,,,,200,3146348
8304,1,3,2,5,3,1,,,9000,4000,0,5000,150,0,,0,0,0,0,0,0,0,0,0,0,,10,3000,,,,,40,3146348
8305,2,4,2,5,5,2,2,2,8200,2200,5000,1000,200,200,,0,0,0,0,0,3000,800,0,0,1200,150,10,1000,1000,,,,200,2639625
8306,2,3,9,2,3,1,,,3040,1040,0,2000,50,10,5,0,0,0,0,0,200,200,0,0,0,,10,300,100,390,,,80,2932871
8311,2,2,2,2,3,2,2,1,3634,3634,0,0,146,120,5,0,0,0,0,5,0,0,0,0,0,,0,,2160,324,,,60,1741465
8312,1,4,7,3,6,2,2,3,19800,7800,9000,3000,30,0,5,0,0,0,0,10,500,0,0,0,0,100,0,,2000,300,,,48,3487272
8313,2,2,7,2,2,1,,,450,300,0,150,8,0,,0,0,0,0,0,300,0,0,0,0,,0,,,,,,100,1741465
8314,2,3,2,4,5,2,2,2,17890,1890,15500,500,55,0,,0,0,0,0,0,18200,2200,9200,9200,0,,0,,,,,,250,2929480
8315,2,5,7,2,4,2,2,2,26150,650,25000,500,10,10,,0,0,0,0,0,1000,0,0,0,0,,0,,450,,,,270,2568835
8317,2,4,2,2,5,1,,2,62030,10530,48000,3500,180,100,5,0,0,0,0,0,12000,0,12000,12000,0,200,10,4500,200,1000,,,158,3198903
8318,1,3,2,2,6,2,2,,30600,1100,27500,2000,200,0,,0,0,0,0,0,2000,0,2000,0,0,,0,,100,,,,200,3211358
8319,2,3,9,3,5,2,2,2,6280,5280,0,1000,130,100,5,0,0,0,0,10,0,0,0,0,0,,50,3200,200,80,,,250,2769733
8320,1,2,8,5,5,2,2,1,9850,550,8500,800,5,0,5,0,0,0,0,5,50,50,0,0,0,,1,50,,200,,,300,1405288
8321,2,4,9,3,3,1,,,8360,8360,0,0,13,0,5,0,0,0,10,0,0,0,0,0,0,200,0,6000,,400,,,100,2835021
8324,2,5,9,3,4,2,2,1,23100,4100,17000,2000,10,10,,0,0,0,0,0,0,0,0,0,0,,10,,1500,,,,260,2274012
8328,1,3,6,3,4,1,,,25340,4340,18000,3000,100,100,,0,0,0,0,0,1200,0,0,0,0,,0,,3000,,,,100,3232276
8329,1,3,3,3,2,1,,,13950,1450,12000,500,50,0,,0,0,0,30,0,5000,5000,0,0,0,,20,,,,,,90,3232276
8333,1,5,8,5,6,2,2,1,18600,800,15300,2500,150,0,,0,0,0,50,0,3100,0,2000,2000,0,,0,,,,,,300,2860741
8335,1,3,3,5,4,1,,2,6400,2400,0,4000,30,5,5,0,0,0,0,10,5000,5000,0,0,0,,12,,90,70,400,,100,3146348
8340,1,3,2,5,3,1,,,1150,1050,100,0,100,100,,0,0,0,0,0,0,0,0,0,0,,0,,1000,,,,100,3146348
8341,2,5,9,2,2,2,2,1,7095,200,4895,2000,30,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,120,2568835
8344,1,3,2,2,3,2,2,1,42000,3000,34000,5000,30,10,,10,0,10,0,0,4450,0,0,0,4000,,30,,500,,,,150,3211358
8346,2,5,7,5,3,1,,3,8950,350,8500,100,100,0,,0,0,0,50,0,0,0,0,0,0,100,0,,,,,,100,2188927
8348,2,5,7,3,4,2,2,2,5760,660,5000,100,50,0,5,10,10,0,0,39,44,0,18,0,0,,0,,,300,60,,200,2274012
8349,1,4,9,3,7,2,2,3,78500,28500,45000,5000,300,300,,0,0,0,0,0,0,0,0,0,0,500,200,,5000,,,,250,3487272
8350,2,5,2,3,6,2,2,2,24200,2200,20000,2000,30,10,,20,20,0,0,0,50,0,50,50,0,,0,,500,,500,,400,2274012
8351,1,3,8,3,3,1,,,500,400,0,100,30,0,,0,0,0,0,0,2600,0,900,0,0,,0,,,,,,10,3232276
8352,2,5,9,5,5,2,2,2,15600,2600,10000,3000,80,0,,40,40,0,0,0,1000,0,1000,1000,0,,20,,,,1000,,300,2188927
8357,1,3,2,5,2,1,,,2200,1200,1000,0,60,0,5,0,0,0,0,60,0,0,0,0,0,,0,,,600,,,60,3146348
8358,2,2,2,2,3,2,1,1,6260,960,5000,300,100,70,5,0,0,0,0,30,1000,0,0,0,0,,0,800,70,50,,,150,1741465
8361,2,4,8,3,6,2,2,3,53500,19500,34000,0,50,20,5,0,0,0,15,0,2000,0,2000,2000,0,300,0,15000,300,1500,,,300,2835021
8362,1,4,2,3,7,2,2,1,47100,13100,32000,2000,500,0,,0,0,0,200,0,0,0,0,0,0,400,130,,,,1000,,300,3487272
8364,1,3,2,5,5,2,1,1,28100,1100,24000,3000,10,6,5,0,0,0,0,4,4000,0,4000,4000,0,,0,,100,200,,,80,3146348
8365,2,4,9,5,5,1,,,40950,10950,20000,10000,30,0,5,0,0,0,0,30,0,0,0,0,0,150,0,10000,,750,,,350,2639625
8366,1,6,9,3,6,2,2,2,8100,100,0,8000,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,150,1645889
8369,1,2,2,5,4,1,,,4000,1000,0,3000,140,0,,0,0,0,0,0,0,0,0,0,0,,100,,,,,,180,1405288
8370,1,3,8,5,6,1,,,12950,10950,0,2000,450,300,5,20,20,0,100,10,0,0,0,0,0,,300,3500,3000,50,100,,50,3146348
8371,2,4,9,4,4,1,,,1700,1700,0,0,200,130,5,50,50,0,0,20,35,0,35,35,0,300,0,,500,100,700,,120,3146000
8375,2,2,2,4,3,1,,,6704,6204,0,500,100,100,,0,0,0,0,0,0,0,0,0,0,,50,150,6000,,,,130,1741706
8378,2,5,9,2,6,2,2,3,49200,11200,28000,10000,150,140,5,0,0,0,0,10,0,0,0,0,0,,150,,9000,2000,,,350,2568835
8387,1,4,2,1,7,2,2,1,233250,250,230000,3000,200,0,,0,0,0,0,0,900,0,100,0,0,500,0,,,,,,150,5296554
8389,2,2,9,4,1,1,,,200,180,0,20,20,0,5,0,0,0,0,0,0,0,0,0,0,,0,,,120,,,60,1741706
8393,1,4,9,4,6,1,,,32320,2320,26000,4000,50,50,,0,0,0,0,0,13000,0,13000,13000,0,200,30,500,120,,,,400,3809610
8394,1,3,7,4,3,2,2,,13450,950,12500,0,30,20,,0,0,0,10,0,9500,3000,6500,6500,0,,0,,400,,,,40,3414512
8396,2,3,9,3,7,2,2,2,105200,5000,100000,200,30,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2000,2769733
8400,1,4,4,1,7,2,2,3,37000,4000,30000,3000,100,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,900,5296554
8401,2,5,9,5,5,2,2,3,31750,1750,29000,1000,24,0,5,0,0,0,0,0,21200,0,20000,0,0,,0,,,250,,,250,2188927
8403,1,6,9,4,7,2,2,2,63650,23650,30000,10000,880,0,5,300,0,300,50,0,0,0,0,0,0,,0,3000,,600,,,1000,1978722
8404,2,2,9,2,2,1,,,100,100,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,1741465
8405,2,4,3,4,5,1,,,18900,9400,9500,0,200,170,5,0,0,0,0,20,0,0,0,0,0,250,200,2000,5000,1000,,,200,3146000
8407,1,3,9,4,4,2,2,1,1400,900,0,500,100,0,,0,0,0,0,0,0,0,0,0,0,,10,400,,,,,180,3414512
8409,1,3,2,3,6,2,2,,19840,2540,17000,300,80,20,5,0,0,0,0,10,10020,500,9520,9520,0,,20,70,220,200,,,250,3232276
8410,1,2,2,4,4,1,,,57250,2250,54000,1000,60,10,5,0,0,0,15,10,1500,0,0,0,1500,,20,50,100,500,50,,250,1437017
8412,1,4,2,2,5,2,2,2,81500,10000,70000,1500,100,100,,0,0,0,0,0,0,0,0,0,0,300,30,5000,3000,,,,250,3615840
8413,1,4,4,4,7,2,2,1,82850,40850,39000,3000,500,300,5,0,0,0,50,0,0,0,0,0,0,250,350,15000,12000,6500,,,600,3809610
8416,1,5,4,1,7,2,2,2,197000,45000,150000,2000,300,0,,0,0,0,100,0,0,0,0,0,0,,30,,,,5000,20000,500,4970759
8417,1,3,9,5,2,1,,,8260,5260,0,3000,70,0,5,0,0,0,62,2,0,0,0,0,0,,52,1000,,60,,,60,3146348
8418,2,5,7,2,6,2,2,2,30500,1000,28000,1500,200,0,,200,200,0,0,0,14000,0,14000,14000,0,,20,,,,800,,150,2568835
8419,2,4,2,5,4,1,,,21050,11050,9000,1000,200,110,,0,0,0,50,0,2700,0,2700,2700,0,100,100,,3000,,,,100,2639625
8420,1,4,2,1,6,2,2,2,120291,2290,118000,1,21,20,,0,0,0,0,0,0,0,0,0,0,300,0,1000,990,,,,20,5296554
8423,1,3,9,5,5,2,1,2,24780,4780,10000,10000,120,0,,20,20,0,70,0,0,0,0,0,0,,80,,,,480,,100,3146348
8427,1,4,8,3,4,2,2,1,16990,1690,15000,300,60,20,,0,0,0,15,0,0,0,0,0,0,250,25,,600,,,,320,3487272
8431,2,4,2,1,7,2,2,3,102500,31500,62000,9000,500,250,5,0,0,0,120,50,0,0,0,0,0,700,50,5000,4500,2000,8000,,400,4361528
8434,1,4,2,3,4,2,1,2,29480,2480,25000,2000,150,100,5,0,0,0,5,0,2500,1500,0,0,0,300,100,1000,800,200,,,200,3487272
8436,1,2,9,3,1,1,,,900,900,0,0,39,25,5,0,0,0,0,2,200,0,0,0,0,,0,,700,150,,,40,1316087
8438,1,3,2,5,6,2,2,1,12490,9990,0,2500,250,170,5,0,0,0,20,0,0,0,0,0,0,,50,3000,2500,300,700,500,300,3146348
8439,2,3,2,5,3,1,,,4690,2690,0,2000,90,60,5,5,5,0,0,12,0,0,0,0,0,,0,,1200,300,190,,50,2641576
8440,2,3,2,5,4,2,1,1,10225,1625,6000,2600,150,0,5,0,0,0,20,10,5925,500,0,0,4351,,20,,,300,,,80,2641576
8442,2,4,2,3,7,2,2,2,89100,1600,86500,1000,15,0,5,0,0,0,0,15,19000,0,19000,19000,0,150,10,1000,,400,,,400,2835021
8443,2,4,2,2,5,1,,,14700,7700,6000,1000,80,0,5,0,0,0,0,0,0,0,0,0,0,250,0,1000,,600,,5000,200,3198903
8444,1,3,2,2,2,1,,,1080,580,0,500,20,0,,0,0,0,0,0,0,0,0,0,0,,0,500,,,,,130,3211358
8445,1,5,8,3,6,2,1,2,34760,4760,30000,0,50,45,5,0,0,0,0,5,3500,0,3000,3000,0,,0,,150,80,,,450,2869737
8447,1,2,2,2,6,1,,,47300,1300,45000,1000,30,15,,0,0,0,0,0,0,0,0,0,0,,0,,500,,,,50,1369899
8451,1,2,2,2,3,1,,,55100,100,50000,5000,100,0,,0,0,0,0,0,100,0,0,0,0,,100,,,,,,50,1369899
8453,1,4,2,5,5,2,1,2,25900,200,25000,700,1,0,,0,0,0,0,0,8000,0,8000,8000,0,200,0,,,,,,201,3380323
8454,1,4,2,4,5,2,1,2,35800,6300,29000,500,100,30,5,20,20,0,10,0,2500,0,2500,2500,0,300,0,2000,1500,300,500,,350,3809610
8455,2,4,7,3,6,2,2,2,19800,1800,3000,15000,100,0,5,0,0,0,0,10,0,0,0,0,0,200,0,1000,,100,,,300,2835021
8456,2,2,2,3,4,1,,,8890,8690,0,200,30,20,5,0,0,0,0,0,0,0,0,0,0,,0,2000,3000,2000,,,100,1693477
8457,2,3,2,1,7,2,2,1,53100,9100,40000,4000,300,190,,10,10,0,0,0,3500,0,3500,3500,0,,20,3000,2000,,400,200,200,3594431
8459,1,5,2,4,6,2,2,2,53000,2000,50000,1000,10,0,,0,0,0,0,0,1300,0,0,0,0,,0,,,,,,500,3106659
8462,1,5,2,2,7,2,2,2,109500,20500,85000,4000,100,0,5,0,0,0,0,15,0,0,0,0,0,,0,20000,,200,,,600,3038873
8463,2,3,2,2,6,2,2,2,8820,4820,0,4000,200,100,5,0,0,0,60,10,0,0,0,0,0,,0,,2000,870,,,300,2932871
8464,1,2,9,2,7,2,2,2,81200,10200,66000,5000,100,30,5,30,30,0,0,0,9000,3000,5000,3000,1000,,30,200,4000,3000,1500,,300,1369899
8466,1,3,2,2,3,2,2,,24000,3500,20000,500,10,0,5,0,0,0,0,10,1000,0,0,0,1000,,0,,500,1000,,,50,3211358
8469,2,4,2,4,2,1,,,3150,1150,0,2000,50,20,5,0,0,0,15,0,0,0,0,0,0,150,0,100,100,200,100,,100,3146000
8473,2,5,9,4,5,1,,1,17000,12000,0,5000,30,15,,0,0,0,0,0,0,0,0,0,0,,30,1000,3000,,,,250,2624100
8474,1,6,4,2,6,2,1,2,231000,13000,206000,12000,200,0,,0,0,0,0,0,0,0,0,0,0,,30,,,,5000,,250,1830279
8475,1,5,8,4,4,2,2,1,8280,80,8000,200,50,50,,0,0,0,0,0,0,0,0,0,0,,0,,50,,,,150,3106659
8476,1,5,2,1,5,2,1,2,92100,100,90000,2000,100,0,,0,0,0,0,0,0,0,0,0,0,,50,,,,,,300,4970759
8478,1,4,8,4,2,2,2,2,4800,1000,3500,300,50,20,,0,0,0,0,0,1600,0,0,0,300,100,20,500,400,,,,50,3809610
8479,1,5,8,4,5,2,2,2,21600,100,20000,1500,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,350,3106659
8481,2,3,8,3,5,2,2,1,10570,570,6000,4000,150,0,,0,0,0,0,0,2500,0,0,0,2500,,55,220,,,,,60,2769733
8484,1,3,6,1,7,2,2,2,172000,49000,118000,5000,600,100,5,100,50,50,80,10,5000,0,0,0,5000,,100,2400,4800,500,7800,2000,400,3993789
8485,1,5,2,3,4,2,1,2,36655,7155,28000,1500,80,25,,0,0,0,15,0,0,0,0,0,0,,25,5000,75,,,,250,2869737
8486,1,3,3,2,6,2,2,1,33000,3000,29000,1000,150,118,5,0,0,0,0,22,1300,0,0,0,800,,30,2000,500,200,,,230,3211358
8487,1,3,2,4,7,2,2,1,41350,15350,25000,1000,50,15,5,0,0,0,20,0,0,0,0,0,0,,0,8000,6000,150,,,200,3414512
8488,2,5,7,4,4,1,,2,4930,830,4000,100,70,10,5,0,0,0,0,10,2100,0,1000,1000,1100,,0,,450,300,,,200,2624100
8491,1,3,2,2,3,1,,,5500,500,4500,500,100,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,90,3211358
8492,2,4,9,5,2,1,,,1980,1480,0,500,25,10,,0,0,0,5,0,12100,0,8600,0,0,100,0,1250,60,,,,100,2639625
8493,1,4,2,2,6,2,2,2,62600,3100,55000,4500,120,0,5,0,0,0,70,20,750,0,0,0,450,300,0,,,500,,,420,3615840
8494,1,4,9,2,1,1,,,78100,53000,25000,100,9,0,,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,70,3615840
8495,1,4,2,4,7,2,2,,71325,11025,60000,300,360,150,5,80,50,30,0,10,0,0,0,0,0,300,30,5000,3000,100,300,500,200,3809610
8497,1,3,2,4,4,1,,,33200,2200,30000,1000,59,0,5,10,10,0,9,10,3400,3000,400,0,0,,0,,,200,800,,250,3414512
8499,1,2,9,3,5,2,2,,2960,460,1000,1500,70,60,5,0,0,0,0,10,3500,1500,700,0,0,,0,,60,200,,,130,1316087
8500,2,4,2,3,6,2,2,1,13000,5000,8000,0,200,0,,0,0,0,0,0,0,0,0,0,0,150,200,,,,,,120,2835021
8502,1,4,8,4,4,2,2,2,8890,4990,3600,300,112,60,5,0,0,0,22,0,0,0,0,0,0,200,22,1000,90,300,,,150,3809610
8507,1,3,4,5,3,1,,,55600,2600,50000,3000,150,0,5,0,0,0,0,50,0,0,0,0,0,,0,,200,300,,,50,3146348
8510,2,3,7,5,6,2,2,1,13300,7800,3500,2000,100,50,,0,0,0,10,0,0,0,0,0,0,,0,200,5000,,,,100,2641576
8511,2,4,2,1,7,2,2,2,68000,8000,60000,0,100,0,,0,0,0,0,0,0,0,0,0,0,200,0,3000,,,,,500,4361528
8512,2,3,2,4,5,2,2,,22575,4575,16000,2000,300,260,5,10,10,0,0,20,9130,0,0,0,9130,,20,2000,1600,460,245,,120,2929480
8513,1,5,9,4,3,2,2,2,3820,950,2700,170,12,0,5,0,0,0,0,10,4300,0,0,0,400,150,0,,,320,,,50,3106659
8514,2,2,2,4,3,1,,,12900,2900,0,10000,100,100,,0,0,0,0,0,0,0,0,0,0,,50,1000,1800,,,,130,1741706
8515,1,3,2,4,2,1,,,29300,3800,25000,500,80,30,5,30,30,0,0,10,0,0,0,0,0,,0,,300,1700,1300,,100,3414512
8520,2,3,2,5,5,2,2,1,67510,6010,60000,1500,200,170,5,0,0,0,0,0,0,0,0,0,0,,100,,1000,300,,,200,2641576
8521,1,5,2,5,7,2,2,2,117700,67700,45000,5000,400,250,5,0,0,0,90,0,0,0,0,0,0,,200,20000,12000,1200,,,300,2860741
8523,1,3,3,3,6,2,2,2,35500,500,32000,3000,50,0,,0,0,0,10,0,12900,0,10000,10000,0,,0,,,,,,200,3232276
8524,1,5,2,2,7,2,2,1,85000,5000,70000,10000,200,150,5,0,0,0,0,50,30000,0,30000,30000,0,,50,,3000,1500,,,100,3038873
8527,1,3,2,2,3,1,,,2950,2350,500,100,60,50,5,0,0,0,5,5,0,0,0,0,0,,10,,600,150,,,105,3211358
8528,1,4,2,5,6,2,2,2,70900,700,70100,100,2,0,5,0,0,0,0,2,8000,0,8000,8000,0,400,0,,,100,,,200,3380323
8532,1,4,4,5,6,2,2,,37500,5500,30000,2000,100,0,5,0,0,0,0,0,20000,0,0,0,0,300,0,500,,500,,,400,3380323
8533,2,3,2,4,5,2,2,1,9450,7450,0,2000,300,220,5,0,0,0,20,40,0,0,0,0,0,,30,2000,1000,2000,,,180,2929480
8538,1,5,2,1,6,2,2,1,32450,2450,28000,2000,20,20,,0,0,0,0,0,3000,0,0,0,3000,,0,2000,150,,,,250,4970759
8539,2,5,9,3,6,2,2,1,32600,14100,17000,1500,10,0,,0,0,0,0,0,23690,0,22800,22800,0,300,0,,,,,,130,2274012
8543,2,5,8,4,7,2,2,3,28100,2800,25000,300,70,25,5,0,0,0,30,10,2700,0,1500,1500,0,,0,,200,100,,100,200,2624100
8544,2,2,2,3,3,1,,,5200,4700,0,500,150,130,5,0,0,0,0,2,1740,0,0,0,0,,2,,4000,200,200,,67,1693477
8545,2,2,2,2,6,1,,,2010,1010,0,1000,150,100,5,0,0,0,0,40,2980,0,2500,2500,0,,0,,240,500,,,300,1741465
8548,1,4,2,2,4,1,,,6200,200,6000,0,200,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,100,3615840
8549,1,2,4,3,2,1,,,400,400,0,0,120,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,60,1316087
8550,2,3,2,4,2,1,,,6010,2000,4000,10,40,10,,0,0,0,0,0,100,0,0,0,0,,0,1500,100,,,,80,2929480
8552,1,3,2,5,4,2,1,1,13500,500,12000,1000,100,100,,0,0,0,0,0,0,0,0,0,0,,1,,300,,,,150,3146348
8555,1,4,8,5,5,2,2,2,27600,5100,21000,1500,50,0,,50,50,0,0,0,3200,0,3200,3200,0,200,30,,,,5000,,250,3380323
8556,2,2,2,3,5,2,2,,18620,4620,13500,500,113,0,5,0,0,0,5,10,1000,0,1000,0,0,,0,1000,,520,,,170,1693477
8558,1,4,2,4,7,2,1,1,33300,3300,28000,2000,200,0,5,0,0,0,200,0,2700,0,0,0,0,300,100,,,500,,,300,3809610
8559,1,5,9,4,7,2,2,3,11950,3950,8000,0,100,0,,0,0,0,30,0,3500,0,2800,0,0,200,30,,,,,,500,3106659
8560,2,5,3,5,5,2,2,1,24150,150,20000,4000,150,0,,0,0,0,0,0,500,0,0,0,0,200,0,,,,,,250,2188927
8561,1,4,2,3,6,2,2,2,29400,1400,25000,3000,30,0,5,0,0,0,0,30,0,0,0,0,0,250,20,,,700,,,200,3487272
8563,2,2,2,3,3,1,,,5600,2600,0,3000,150,100,5,0,0,0,10,10,5000,0,5000,5000,0,,0,2000,100,300,,,100,1693477
8568,1,4,2,4,7,2,2,3,63680,1180,58000,4500,98,0,,0,0,0,0,0,1900,0,1900,1900,0,350,0,,,,,,68,3809610
8569,1,4,9,5,4,2,2,2,23630,5630,17000,1000,10,0,5,0,0,0,2,2,10475,0,10475,10475,0,150,0,,,150,1700,,300,3380323
8574,2,4,2,3,6,2,2,1,8700,2000,5700,1000,30,0,,0,0,0,0,0,0,0,0,0,0,300,0,1000,,,,,250,2835021
8575,1,2,2,1,6,2,2,,120300,200,120000,100,100,0,,0,0,0,0,0,0,0,0,0,0,,10,100,,,,,300,1437457
8576,1,3,8,3,4,1,,,9360,1660,7000,700,100,0,5,0,0,0,0,70,0,0,0,0,0,,30,490,,420,,,200,3232276
8577,1,2,9,2,1,1,,,1490,490,0,1000,10,0,5,0,0,0,0,10,500,0,0,0,0,,0,,240,150,,,30,1369899
8578,2,4,2,3,6,2,2,2,82000,6000,75000,1000,50,0,5,0,0,0,0,50,0,0,0,0,0,100,0,4000,,1000,,,200,2835021
8580,2,2,2,2,3,1,,,16290,7790,7000,1500,180,180,,0,0,0,0,0,0,0,0,0,0,,180,5000,2500,,,,80,1741465
8583,2,3,2,5,3,1,,,18800,16300,0,2500,50,0,5,0,0,0,0,10,0,0,0,0,0,,10,,,200,,,180,2641576
8587,2,4,2,3,6,2,2,2,131900,4200,125200,2500,200,190,5,0,0,0,0,0,0,0,0,0,0,100,0,150,2000,400,,,300,2835021
8589,1,4,2,4,7,2,2,2,207250,2250,200000,5000,5,0,,0,0,0,0,0,26000,0,26000,26000,0,300,5,,,,1000,,100,3809610
8591,2,4,2,5,3,1,,,200,100,0,100,80,0,,0,0,0,0,0,100,0,100,100,0,300,0,,,,,,100,2639625
8592,2,3,2,3,4,1,,,3907,907,3000,0,155,0,5,0,0,0,0,10,0,0,0,0,0,,75,,,850,,,118,2769733
8595,2,5,2,5,6,2,2,2,32000,11000,20000,1000,100,100,,0,0,0,0,0,0,0,0,0,0,,100,5000,5000,,,,400,2188927
8597,2,4,9,4,4,2,2,2,24155,1055,23000,100,30,0,,0,0,0,0,0,1900,0,1900,1900,0,150,20,,,,,,100,3146000
8598,1,2,9,2,1,1,,,1045,45,0,1000,1,0,,0,0,0,0,0,240,0,0,0,0,,0,,,,,,60,1369899
8604,2,2,9,4,1,1,,,89,74,0,15,2,0,,0,0,0,0,0,600,0,0,0,0,,0,,,,,,8,1741706
8605,1,6,9,4,6,2,2,2,42600,4600,38000,0,50,10,5,0,0,0,10,10,0,0,0,0,0,,20,500,700,800,,,200,1978722
8606,2,5,6,1,6,1,,,49100,100,40000,9000,50,0,,0,0,0,25,0,0,0,0,0,0,,30,,,,,,100,3730941
8608,1,3,4,4,7,2,2,2,12400,8900,0,3500,105,100,5,0,0,0,0,0,0,0,0,0,0,,0,5000,3000,600,,,200,3414512
8609,2,3,8,5,3,2,2,3,17388,888,16500,0,30,30,,0,0,0,0,0,0,0,0,0,0,,20,308,400,,,,230,2641576
8610,2,3,2,4,6,2,2,1,42220,220,40000,2000,20,0,,0,0,0,0,0,8300,300,8000,8000,0,,0,,,,,,400,2929480
8611,2,5,2,3,6,2,2,1,118350,28850,86500,3000,300,30,5,5,0,5,60,5,138,0,138,138,0,,50,600,500,600,,,250,2274012
8612,1,3,2,3,2,1,,,2350,2350,0,0,17,10,5,0,0,0,0,0,0,0,0,0,0,,17,1000,120,300,,,20,3232276
8614,2,4,8,2,2,1,,,2400,1000,1000,400,50,0,,0,0,0,0,0,1500,0,0,0,0,70,0,,,,,,50,3198903
8615,1,4,2,4,5,2,2,1,34700,3200,30000,1500,150,0,,0,0,0,0,0,0,0,0,0,0,300,100,3000,,,,,250,3809610
8618,1,4,2,4,7,2,1,1,175000,35000,130000,10000,300,0,5,0,0,0,200,50,0,0,0,0,0,400,30,5000,7000,700,,,400,3809610
8619,2,3,2,4,6,2,2,1,37550,550,35000,2000,30,0,5,0,0,0,0,30,5000,0,3000,3000,0,,20,,,70,,,300,2929480
8620,1,2,2,4,1,1,,,2700,700,0,2000,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,30,1437017
